event_id,source_id,source_resort_name,entry_season,source_date,source_page,event_type,entry_date_exact,date_precision,notes,candidate_resort_id,entity_resolution_method,entity_resolution_status,entity_resolution_confidence,exact_label_candidate_ids,treatment_ready,treatment_blocker,exit_date,resort_name_canonical,cluster_id,assignment_quality,identity_status,point_municipality_bfs_id,point_municipality_name,bfs_hotel_municipality_name,bfs_hotel_universe,relationship_type
MAGIC_EVENT_4faf78bfd4f9,MAGIC_2023,Marbachegg,2023/2024,2023-03-14,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,marchbachegg_marbach_marbachegg,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Marchbachegg Marbach - Marbachegg,SKI_CLUSTER_074,confident,provisional_existing_listing_not_independent_domain,1010,Escholzmatt-Marbach,,False,coordinate_container_only
MAGIC_EVENT_f928d8739e99,MAGIC_2023,Moosalp,2023/2024,2023-03-14,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,moosalpregion,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Moosalpregion,SKI_CLUSTER_012,confident,provisional_existing_listing_not_independent_domain,6296,Törbel,,False,coordinate_container_only
MAGIC_EVENT_09b1c4a832f5,MAGIC_2023,Riffenmatt,2023/2024,2023-03-14,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,riffenmatt,unique_normalised_label,candidate_match_scope_pending,medium,riffenmatt,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Riffenmatt,SKI_CLUSTER_051,confident,provisional_existing_listing_not_independent_domain,852,Guggisberg,,False,coordinate_container_only
MAGIC_EVENT_f0e602dbefe9,MAGIC_2023,Rüschegg - Eywald,2023/2024,2023-03-14,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,ruschegg_eywald,unique_normalised_label,candidate_match_scope_pending,medium,ruschegg_eywald,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Rüschegg - Eywald,SKI_CLUSTER_051,confident,provisional_existing_listing_not_independent_domain,853,Rüschegg,,False,coordinate_container_only
MAGIC_EVENT_5b325b76233f,MAGIC_2023,Sainte-Croix - Les Rasses,2023/2024,2023-03-14,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,sainte_croix_les_rasses,unique_normalised_label,candidate_match_scope_pending,medium,sainte_croix_les_rasses,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Sainte Croix - Les Rasses,SKI_CLUSTER_050,confident,provisional_existing_listing_not_independent_domain,5552,Bullet,Bullet,True,coordinate_container_only
MAGIC_EVENT_2404d124a89b,MAGIC_2023,Selital,2023/2024,2023-03-14,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,schwarzenbuhl_selital,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Schwarzenbühl Selital,SKI_CLUSTER_051,confident,provisional_existing_listing_not_independent_domain,853,Rüschegg,,False,coordinate_container_only
MAGIC_EVENT_ad178341e96f,MAGIC_2023,Unterbäch,2023/2024,2023-03-14,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,unterbach_brandalp,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Unterbäch - Brandalp,SKI_CLUSTER_012,confident,provisional_existing_listing_not_independent_domain,6201,Unterbäch,,False,coordinate_container_only
MAGIC_EVENT_53e9316306cb,MAGIC_2023,Visperterminen,2023/2024,2023-03-14,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,visperterminen,unique_normalised_label,candidate_match_scope_pending,medium,visperterminen,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Visperterminen,SKI_CLUSTER_012,confident,provisional_existing_listing_not_independent_domain,6298,Visperterminen,,False,coordinate_container_only
MAGIC_EVENT_aae55d26cbdc,MAGIC_2024,Devero,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_f233338ba25c,MAGIC_2024,Habère-Poche,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_78af46d829fc,MAGIC_2024,Hirmentaz,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_9232960a87c2,MAGIC_2024,Homberg,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,homberg_skilift_dreiligass_winteregg,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Homberg Skilift Dreiligass - Winteregg,SKI_CLUSTER_136,confident,provisional_existing_listing_not_independent_domain,931,Homberg,,False,coordinate_container_only
MAGIC_EVENT_2f693409a93f,MAGIC_2024,Jura sur Léman,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_c5d4515152cb,MAGIC_2024,Monts Jura,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_3f218ad4c15e,MAGIC_2024,Saint-Cergue,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,st_cergue,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,St. Cergue,SKI_CLUSTER_100,confident,provisional_existing_listing_not_independent_domain,5727,Saint-Cergue,,False,coordinate_container_only
MAGIC_EVENT_f8b49f233b5b,MAGIC_2024,San Domenico,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_8a005fd903b6,MAGIC_2024,Schwanden,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,schwanden_sigriswil_thunersee,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Schwanden - Sigriswil Thunersee,SKI_CLUSTER_046,confident,provisional_existing_listing_not_independent_domain,938,Sigriswil,Sigriswil,True,coordinate_container_only
MAGIC_EVENT_97b0b34c5c8d,MAGIC_2024,Thollon-les-Mémises,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_e664bf3f38d5,MAGIC_2024,Wilerallmi,2024/2025,2024-03-12,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_e1ab5014079e,MAGIC_2025,Balmberg,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,balmberg,unique_normalised_label,candidate_match_scope_pending,medium,balmberg,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Balmberg,SKI_CLUSTER_108,confident,provisional_existing_listing_not_independent_domain,2541,Balm bei Günsberg,,False,coordinate_container_only
MAGIC_EVENT_08a3120f2089,MAGIC_2025,Belalp,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,belalp,unique_normalised_label,candidate_match_scope_pending,medium,belalp,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Belalp,SKI_CLUSTER_009,confident,provisional_existing_listing_not_independent_domain,6007,Naters,,False,coordinate_container_only
MAGIC_EVENT_12fad7da9a31,MAGIC_2025,Bergbahnen Gstaad,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,gstaad,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Gstaad,SKI_CLUSTER_016,confident,provisional_existing_listing_not_independent_domain,843,Saanen,Saanen,True,coordinate_container_only
MAGIC_EVENT_c1f58b57f3fa,MAGIC_2025,Grenchenberg,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_87ef82e3450f,MAGIC_2025,Le Grand-Bornand,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_7446a0272a62,MAGIC_2025,Linden,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,linden_skilift_linden,reviewed_alias,candidate_match_scope_pending,medium,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Linden Skilift Linden,SKI_CLUSTER_109,confident,provisional_existing_listing_not_independent_domain,614,Linden,,False,coordinate_container_only
MAGIC_EVENT_ae1ff4f37382,MAGIC_2025,Massif des Brasses,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_9e5621c85ebb,MAGIC_2025,Meiringen-Hasliberg,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,meiringen_hasliberg,unique_normalised_label,candidate_match_scope_pending,medium,meiringen_hasliberg,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Meiringen - Hasliberg,SKI_CLUSTER_024,confident,provisional_existing_listing_not_independent_domain,783,Hasliberg,Hasliberg,True,coordinate_container_only
MAGIC_EVENT_aab2e6eca2bc,MAGIC_2025,Melchsee-Frutt,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,melchsee_frutt,unique_normalised_label,candidate_match_scope_pending,medium,melchsee_frutt,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Melchsee - Frutt,SKI_CLUSTER_024,confident,provisional_existing_listing_not_independent_domain,1404,Kerns,,False,coordinate_container_only
MAGIC_EVENT_5f9d50eab0bc,MAGIC_2025,Mörlialp,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,morlialp,unique_normalised_label,candidate_match_scope_pending,medium,morlialp,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Mörlialp,SKI_CLUSTER_075,confident,provisional_existing_listing_not_independent_domain,1403,Giswil,,False,coordinate_container_only
MAGIC_EVENT_f6dd2c0d304d,MAGIC_2025,Praz de Lys-Sommand,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,,no_candidate,unresolved,low,,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,,,,,,,,,
MAGIC_EVENT_3c8c3f498873,MAGIC_2025,Sörenberg,2025/2026,2025-03-10,2,base_pass_entry,UNKNOWN,season,Entry-season evidence; does not establish continuous membership or a municipality exposure.,sorenberg,unique_normalised_label,candidate_match_scope_pending,medium,sorenberg,False,"Destination scope, continuity/exit audit, and municipality exposure are not all approved",,Sörenberg,SKI_CLUSTER_031,confident,provisional_existing_listing_not_independent_domain,1004,Flühli,,False,coordinate_container_only
